year_film,year_award,ceremony,category,nominee,film,win
2017,2018,75,Best Original Score - Motion Picture,Hans Zimmer,Dunkirk,FALSE
2017,2018,75,Best Original Song - Motion Picture,"""This Is Me"", Justin Paul, Benj Pasek",The Greatest Showman,TRUE
2017,2018,75,Best Original Song - Motion Picture,"""The Star"", Mariah Carey, Marc Shaiman",The Star,FALSE
2017,2018,75,Best Original Song - Motion Picture,"""Home"", Nick Jonas, Justin Tranter, Nick Monson",Ferdinand,FALSE
2017,2018,75,Best Original Song - Motion Picture,"""Mighty River"", Raphael Saadiq, Taura Stinson, Mary J. Blige",Mudbound,FALSE
2017,2018,75,Best Original Song - Motion Picture,"""Remember Me"", Kristen Anderson Lopez, Robert Lopez",Coco,FALSE
2017,2018,75,Best Television Series - Drama,"Handmaid's Tale, The ",,TRUE
2017,2018,75,Best Television Series - Drama,"Crown, The ",,FALSE
2017,2018,75,Best Television Series - Drama,Game of Thrones,,FALSE
2017,2018,75,Best Television Series - Drama,Stranger Things,,FALSE
2017,2018,75,Best Television Series - Drama,This Is Us,,FALSE
2017,2018,75,Best Television Series - Musical or Comedy,"Marvelous Mrs. Maisel, The",,TRUE
2017,2018,75,Best Television Series - Musical or Comedy,Black-ish,,FALSE
2017,2018,75,Best Television Series - Musical or Comedy,Master of None,,FALSE
2017,2018,75,Best Television Series - Musical or Comedy,SMILF,,FALSE
2017,2018,75,Best Television Series - Musical or Comedy,Will & Grace,,FALSE
2017,2018,75,Best Television Limited Series or Motion Picture Made for Television,Big Little Lies,,TRUE
2017,2018,75,Best Television Limited Series or Motion Picture Made for Television,Fargo,,FALSE
2017,2018,75,Best Television Limited Series or Motion Picture Made for Television,Feud: Bette And Joan,,FALSE
2017,2018,75,Best Television Limited Series or Motion Picture Made for Television,The Sinner,,FALSE
2017,2018,75,Best Television Limited Series or Motion Picture Made for Television,Top of The Lake: China Girl,,FALSE
2017,2018,75,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Nicole Kidman,Big Little Lies,TRUE
2017,2018,75,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Reese Witherspoon,Big Little Lies,FALSE
2017,2018,75,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jessica Biel,The Sinner,FALSE
2017,2018,75,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jessica Lange,Feud: Bette And Joan,FALSE
2017,2018,75,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Susan Sarandon,Feud: Bette And Joan,FALSE
2017,2018,75,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Ewan McGregor,Fargo,TRUE
2017,2018,75,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Robert De Niro,"Wizard of Lies, The",FALSE
2017,2018,75,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Jude Law,"Young Pope, The",FALSE
2017,2018,75,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Kyle MacLachlan,"Twin Peaks, The Return",FALSE
2017,2018,75,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Geoffrey Rush,Genius,FALSE
2017,2018,75,Best Performance by an Actress In A Television Series - Drama,Elisabeth Moss,"Handmaid's Tale, The ",TRUE
2017,2018,75,Best Performance by an Actress In A Television Series - Drama,Katherine Langford,13 Reasons Why,FALSE
2017,2018,75,Best Performance by an Actress In A Television Series - Drama,Caitriona Balfe,Outlander,FALSE
2017,2018,75,Best Performance by an Actress In A Television Series - Drama,Claire Foy,"Crown, The ",FALSE
2017,2018,75,Best Performance by an Actress In A Television Series - Drama,Maggie Gyllenhaal,"Deuce, The",FALSE
2017,2018,75,Best Performance by an Actor In A Television Series - Drama,Sterling K. Brown,This Is Us,TRUE
2017,2018,75,Best Performance by an Actor In A Television Series - Drama,Jason Bateman,Ozark,FALSE
2017,2018,75,Best Performance by an Actor In A Television Series - Drama,Freddie Highmore,"Good Doctor, The",FALSE
2017,2018,75,Best Performance by an Actor In A Television Series - Drama,Bob Odenkirk,Better Call Saul,FALSE
2017,2018,75,Best Performance by an Actor In A Television Series - Drama,Liev Schreiber,Ray Donovan,FALSE
2017,2018,75,Best Performance by an Actress in a Television Series - Musical or Comedy,Rachel Brosnahan,"Marvelous Mrs. Maisel, The",TRUE
2017,2018,75,Best Performance by an Actress in a Television Series - Musical or Comedy,Pamela Adlon,Better Things,FALSE
2017,2018,75,Best Performance by an Actress in a Television Series - Musical or Comedy,Alison Brie,GLOW,FALSE
2017,2018,75,Best Performance by an Actress in a Television Series - Musical or Comedy,Issa Rae,Insecure,FALSE
2017,2018,75,Best Performance by an Actress in a Television Series - Musical or Comedy,Frankie Shaw,SMILF,FALSE
2017,2018,75,Best Performance by an Actor in a Television Series - Musical or Comedy,Aziz Ansari,Master of None,TRUE
2017,2018,75,Best Performance by an Actor in a Television Series - Musical or Comedy,Kevin Bacon,I Love Dick,FALSE
2017,2018,75,Best Performance by an Actor in a Television Series - Musical or Comedy,William H. Macy,Shameless,FALSE
2017,2018,75,Best Performance by an Actor in a Television Series - Musical or Comedy,Eric McCormack,Will & Grace,FALSE
2017,2018,75,Best Performance by an Actor in a Television Series - Musical or Comedy,Anthony Anderson,Black-ish,FALSE
2017,2018,75,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Laura Dern,Big Little Lies,TRUE
2017,2018,75,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ann Dowd,"Handmaid's Tale, The ",FALSE
2017,2018,75,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Chrissy Metz,This Is Us,FALSE
2017,2018,75,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Michelle Pfeiffer,"Wizard of Lies, The",FALSE
2017,2018,75,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Shailene Woodley,Big Little Lies,FALSE
2017,2018,75,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Alexander Skarsgård,Big Little Lies,TRUE
2017,2018,75,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",David Harbour,Stranger Things,FALSE
2017,2018,75,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Alfred Molina,Feud: Bette And Joan,FALSE
2017,2018,75,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Christian Slater,Mr. Robot,FALSE
2017,2018,75,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",David Thewlis,Fargo,FALSE
2017,2018,75,Cecil B. deMille Award,Oprah Winfrey,,FALSE
2018,2019,76,Best Motion Picture - Drama,Bohemian Rhapsody,,TRUE
2018,2019,76,Best Motion Picture - Drama,BlacKkKlansman,,FALSE
2018,2019,76,Best Motion Picture - Drama,If Beale Street Could Talk,,FALSE
2018,2019,76,Best Motion Picture - Drama,"Star Is Born, A (2018)",,FALSE
2018,2019,76,Best Motion Picture - Drama,Black Panther,,FALSE
2018,2019,76,Best Motion Picture - Musical or Comedy,Green Book,,TRUE
2018,2019,76,Best Motion Picture - Musical or Comedy,Crazy Rich Asians,,FALSE
2018,2019,76,Best Motion Picture - Musical or Comedy,"Favourite, The",,FALSE
2018,2019,76,Best Motion Picture - Musical or Comedy,Mary Poppins Returns,,FALSE
2018,2019,76,Best Motion Picture - Musical or Comedy,Vice,,FALSE
2018,2019,76,Best Performance by an Actress in a Motion Picture - Drama,Glenn Close,"Wife, The",TRUE
2018,2019,76,Best Performance by an Actress in a Motion Picture - Drama,Lady Gaga,"Star Is Born, A (2018)",FALSE
2018,2019,76,Best Performance by an Actress in a Motion Picture - Drama,Nicole Kidman,Destroyer,FALSE
2018,2019,76,Best Performance by an Actress in a Motion Picture - Drama,Melissa McCarthy,Can You Ever Forgive Me?,FALSE
2018,2019,76,Best Performance by an Actress in a Motion Picture - Drama,Rosamund Pike,"Private War, A",FALSE
2018,2019,76,Best Performance by an Actor in a Motion Picture - Drama,Rami Malek,Bohemian Rhapsody,TRUE
2018,2019,76,Best Performance by an Actor in a Motion Picture - Drama,Bradley Cooper,"Star Is Born, A (2018)",FALSE
2018,2019,76,Best Performance by an Actor in a Motion Picture - Drama,Willem Dafoe,At Eternity's Gate,FALSE
2018,2019,76,Best Performance by an Actor in a Motion Picture - Drama,Lucas Hedges,Boy Erased,FALSE
2018,2019,76,Best Performance by an Actor in a Motion Picture - Drama,John David Washington,BlacKkKlansman,FALSE
2018,2019,76,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Olivia Colman,"Favourite, The",TRUE
2018,2019,76,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emily Blunt,Mary Poppins Returns,FALSE
2018,2019,76,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Elsie Fisher,Eighth Grade,FALSE
2018,2019,76,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Charlize Theron,Tully,FALSE
2018,2019,76,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Constance Wu,Crazy Rich Asians,FALSE
2018,2019,76,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Christian Bale,Vice,TRUE
2018,2019,76,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Lin-Manuel Miranda,Mary Poppins Returns,FALSE
2018,2019,76,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Viggo Mortensen,Green Book,FALSE
2018,2019,76,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robert Redford,"Old Man & the Gun, The",FALSE
2018,2019,76,Best Performance by an Actor in a Motion Picture - Musical or Comedy,John C. Reilly,Stan & Ollie,FALSE
2018,2019,76,Best Performance by an Actress in a Supporting Role in any Motion Picture,Regina King,If Beale Street Could Talk,TRUE
2018,2019,76,Best Performance by an Actress in a Supporting Role in any Motion Picture,Claire Foy,First Man,FALSE
2018,2019,76,Best Performance by an Actress in a Supporting Role in any Motion Picture,Emma Stone,"Favourite, The",FALSE
2018,2019,76,Best Performance by an Actress in a Supporting Role in any Motion Picture,Rachel Weisz,"Favourite, The",FALSE
2018,2019,76,Best Performance by an Actress in a Supporting Role in any Motion Picture,Amy Adams,Vice,FALSE
2018,2019,76,Best Performance by an Actor in a Supporting Role in any Motion Picture,Mahershala Ali,Green Book,TRUE
2018,2019,76,Best Performance by an Actor in a Supporting Role in any Motion Picture,Timothée Chalamet,Beautiful Boy,FALSE
2018,2019,76,Best Performance by an Actor in a Supporting Role in any Motion Picture,Adam Driver,BlacKkKlansman,FALSE
2018,2019,76,Best Performance by an Actor in a Supporting Role in any Motion Picture,Richard E. Grant,Can You Ever Forgive Me?,FALSE
2018,2019,76,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sam Rockwell,Vice,FALSE
2018,2019,76,Best Director - Motion Picture,Alfonso Cuarón,Roma,TRUE
2018,2019,76,Best Director - Motion Picture,Bradley Cooper,"Star Is Born, A (2018)",FALSE
2018,2019,76,Best Director - Motion Picture,Peter Farrelly,Green Book,FALSE
2018,2019,76,Best Director - Motion Picture,Spike Lee,BlacKkKlansman,FALSE
2018,2019,76,Best Director - Motion Picture,Adam McKay,Vice,FALSE
2018,2019,76,Best Screenplay - Motion Picture,"Nick Vallelonga, Brian Currie, Peter Farrelly",Green Book,TRUE
2018,2019,76,Best Screenplay - Motion Picture,"Deborah Davis, Tony McNamara","Favourite, The",FALSE
2018,2019,76,Best Screenplay - Motion Picture,Barry Jenkins,If Beale Street Could Talk,FALSE
2018,2019,76,Best Screenplay - Motion Picture,Adam McKay,Vice,FALSE
2018,2019,76,Best Screenplay - Motion Picture,Alfonso Cuarón,Roma,FALSE
2018,2019,76,Best Motion Picture - Animated,Spider-Man: Into the Spider-Verse,,TRUE
2018,2019,76,Best Motion Picture - Animated,Incredibles 2,,FALSE
2018,2019,76,Best Motion Picture - Animated,Isle of Dogs,,FALSE
2018,2019,76,Best Motion Picture - Animated,Mirai,,FALSE
2018,2019,76,Best Motion Picture - Animated,Ralph Breaks the Internet,,FALSE
2018,2019,76,Best Motion Picture - Foreign Language,Roma,"Mexico, Alfonso Cuarón",TRUE
2018,2019,76,Best Motion Picture - Foreign Language,Girl,"Belgium, Lukas Dhont",FALSE
2018,2019,76,Best Motion Picture - Foreign Language,Never Look Away,"Germany, Florian Henckel von Donnersmarck",FALSE
2018,2019,76,Best Motion Picture - Foreign Language,Shoplifters,"Japan, Hirokazu Koreeda",FALSE
2018,2019,76,Best Motion Picture - Foreign Language,Capernaum,"Lebanon, Nadine Labaki",FALSE
2018,2019,76,Best Original Score - Motion Picture,Justin Hurwitz,First Man,TRUE
2018,2019,76,Best Original Score - Motion Picture,Marco Beltrami,"Quiet Place, A",FALSE
2018,2019,76,Best Original Score - Motion Picture,Alexandre Desplat,Isle of Dogs,FALSE
2018,2019,76,Best Original Score - Motion Picture,Ludwig Göransson,Black Panther,FALSE
2018,2019,76,Best Original Score - Motion Picture,Marc Shaiman,Mary Poppins Returns,FALSE
2018,2019,76,Best Original Song - Motion Picture,"Shallow, Lady Gaga, Mark Ronson, Anthony Rossomando, Andrew Wyatt","Star Is Born, A (2018)",TRUE
2018,2019,76,Best Original Song - Motion Picture,All The Stars,Black Panther,FALSE
2018,2019,76,Best Original Song - Motion Picture,"Girl in the Movies, Dolly Parton, Linda Perry",Dumplin',FALSE
2018,2019,76,Best Original Song - Motion Picture,"Requiem For A Private War, Annie Lennox","Private War, A",FALSE
2018,2019,76,Best Original Song - Motion Picture,Revelation,Boy Erased,FALSE
2018,2019,76,Best Television Series - Drama,The Americans,,TRUE
2018,2019,76,Best Television Series - Drama,Bodyguard,,FALSE
2018,2019,76,Best Television Series - Drama,Homecoming,,FALSE
2018,2019,76,Best Television Series - Drama,Killing Eve,,FALSE
2018,2019,76,Best Television Series - Drama,Pose,,FALSE
2018,2019,76,Best Television Series - Musical or Comedy,"Kominsky Method, The",,TRUE
2018,2019,76,Best Television Series - Musical or Comedy,Barry,,FALSE
2018,2019,76,Best Television Series - Musical or Comedy,"Good Place, The",,FALSE
2018,2019,76,Best Television Series - Musical or Comedy,Kidding,,FALSE
2018,2019,76,Best Television Series - Musical or Comedy,"Marvelous Mrs. Maisel, The",,FALSE
2018,2019,76,Best Television Limited Series or Motion Picture Made for Television,"Assassination of Gianni Versace: American Crime Story, The",,TRUE
2018,2019,76,Best Television Limited Series or Motion Picture Made for Television,Sharp Objects,,FALSE
2018,2019,76,Best Television Limited Series or Motion Picture Made for Television,"Very English Scandal, A",,FALSE
2018,2019,76,Best Television Limited Series or Motion Picture Made for Television,"Alienist, The",,FALSE
2018,2019,76,Best Television Limited Series or Motion Picture Made for Television,Escape at Dannemora,,FALSE
2018,2019,76,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Patricia Arquette,Escape at Dannemora,TRUE
